Iteração,Fitness Média,Fitness STD,Melhor Fitness,Pior Fitness,Qtd Repetidos,Indv melhores que os pais,Indv piores que os pais
1,0.01699467438886673,0.023791938136902557,0.0960613170865325,0.00018744445845371883,18,6,12
2,0.047233396783668787,0.038341030839770356,0.0960613170865325,1.356957979045803e-05,15,9,37
3,0.051302703423335254,0.03771179933452014,0.107704829007651,1.356957979045803e-05,15,7,23
4,0.05600208201544981,0.04244905062600922,0.107704829007651,1.356957979045803e-05,11,4,24
5,0.0580292864458613,0.04498204451521626,0.107704829007651,1.356957979045803e-05,12,1,17
6,0.06744224402465605,0.04357937432005531,0.107704829007651,0.00048318135702285925,11,6,28
7,0.059011394588776654,0.04247643058035334,0.107704829007651,1.356957979045803e-05,14,6,14
8,0.06342732222099107,0.045231284814031915,0.107704829007651,0.00048318135702285925,12,4,26
9,0.05647319910619333,0.04412432567651227,0.107704829007651,0.0009036810677518624,12,3,15
10,0.06043795228497914,0.043462572979705065,0.107704829007651,0.00048318135702285925,12,7,23
11,0.05895756021516851,0.04323963132132581,0.107704829007651,0.00048318135702285925,12,3,17
12,0.058756335897697805,0.045292811244371435,0.107704829007651,0.00048318135702285925,12,3,27
13,0.059795717015321354,0.04374259611297214,0.107704829007651,0.00031796836904549107,10,4,26
14,0.05504832584118671,0.04484685790727838,0.107704829007651,0.00048318135702285925,14,7,19
15,0.0646940481355169,0.042766542092081736,0.107704829007651,0.00048318135702285925,13,8,24
16,0.06046499714890863,0.042777673302779796,0.107704829007651,0.00048318135702285925,14,2,20
17,0.06915470204743014,0.04343578916424852,0.107704829007651,0.00048318135702285925,12,3,23
18,0.0660995351359979,0.04600272602665942,0.107704829007651,0.00043746016120260685,11,6,24
19,0.06070520718082921,0.044153025121186,0.107704829007651,1.356957979045803e-05,10,6,28
20,0.06050489007026254,0.043639059378624084,0.107704829007651,0.00048318135702285925,11,6,22
21,0.06423605318456697,0.042992519298468194,0.107704829007651,0.0009036810677518624,12,5,29
22,0.06325656782799462,0.04534823575886963,0.107704829007651,1.113148687615448e-05,13,2,16
23,0.054709770857179034,0.044130736718257894,0.107704829007651,0.0012940641521512217,16,4,24
24,0.06674862125968047,0.045421641433044196,0.107704829007651,1.356957979045803e-05,11,7,19
25,0.05699955549814642,0.04469559823672123,0.107704829007651,1.113148687615448e-05,14,4,32
26,0.05995071658757203,0.046124525092592794,0.107704829007651,1.356957979045803e-05,12,1,25
27,0.06191136416777812,0.04228584922381539,0.107704829007651,0.00048318135702285925,10,1,23
28,0.06329851496122504,0.044328750163200044,0.107704829007651,0.00048318135702285925,10,4,24
29,0.05921589224890829,0.04250733213242911,0.107704829007651,0.0009036810677518624,12,11,25
30,0.05875155448301385,0.04336333979046052,0.107704829007651,0.00048318135702285925,13,5,31
31,0.05972386451125303,0.04425375704232198,0.107704829007651,1.356957979045803e-05,14,6,24
32,0.06510650103318731,0.04324723097714554,0.107704829007651,1.356957979045803e-05,11,7,23
33,0.062308021466483184,0.04298146700103966,0.107704829007651,0.00048318135702285925,12,3,23
34,0.061554520070427145,0.04605399220000597,0.107704829007651,0.00048318135702285925,12,8,32
35,0.05558189159321187,0.044101601164351086,0.107704829007651,1.356957979045803e-05,12,2,18
36,0.06388046879608726,0.043916458076729836,0.107704829007651,0.00031796836904549107,12,7,25
37,0.05926990538001554,0.041969264300351805,0.107704829007651,0.00048318135702285925,9,6,32
38,0.059980653883826715,0.04203556080896588,0.107704829007651,0.00048318135702285925,11,4,34
39,0.0573287215481261,0.04420394134962945,0.107704829007651,1.113148687615448e-05,12,2,36
40,0.05770292932258791,0.047113634130718084,0.107704829007651,0.00031796836904549107,13,3,23
41,0.057851481780529,0.04632682421985246,0.107704829007651,4.09297286671355e-05,10,6,18
42,0.06066637661512227,0.04595389593419152,0.107704829007651,1.356957979045803e-05,9,5,21
43,0.0494776755045573,0.04205403328006278,0.107704829007651,0.00048318135702285925,14,2,18
44,0.06088539877992209,0.041610117539504374,0.107704829007651,0.00048318135702285925,13,2,22
45,0.06045741084902966,0.043182619170681856,0.107704829007651,0.00048318135702285925,12,5,17
46,0.052660920370684455,0.043132668622115546,0.107704829007651,0.00048318135702285925,11,3,23
47,0.057693818241937936,0.04407702621658323,0.107704829007651,1.356957979045803e-05,10,3,33
48,0.06303673457986461,0.0430584979650399,0.107704829007651,0.00048318135702285925,12,4,36
49,0.051625513365148985,0.04486670635582081,0.107704829007651,1.356957979045803e-05,13,6,32
50,0.07011002424655988,0.04256127327344096,0.107704829007651,0.00031796836904549107,10,7,31
