Iteração,Fitness Média,Fitness STD,Melhor Fitness,Pior Fitness,Qtd Repetidos,Indv melhores que os pais,Indv piores que os pais
1,0.018224026373889424,0.02498169263766486,0.0960613170865325,0.0002188766282482655,8,11,33
2,0.018060921618336487,0.024797624069210242,0.0960613170865325,6.232449021384381e-16,11,9,33
3,0.020202216748135347,0.024463224559827572,0.0960613170865325,7.827902127537426e-05,8,4,34
4,0.030758868907129963,0.02670196418710068,0.0960613170865325,7.827902127537426e-05,8,1,41
5,0.037888099674535505,0.03235894903593582,0.0960613170865325,2.380949872312688e-05,6,8,38
6,0.04285156177189139,0.03188812135609189,0.0960613170865325,4.09297286671355e-05,6,6,34
7,0.05038721121405796,0.03674238653378927,0.0960613170865325,1.356957979045803e-05,7,6,36
8,0.06121308631723655,0.036734977687394525,0.1304484460167822,0.00048318135702285925,6,5,35
9,0.06038949542864916,0.041642915306114865,0.1304484460167822,1.356957979045803e-05,8,6,34
10,0.06787135066481355,0.03997409036232714,0.1304484460167822,0.0009036810677518624,10,5,41
11,0.056586254556385676,0.0439676464799941,0.1304484460167822,4.09297286671355e-05,7,2,40
12,0.05619578074788782,0.04967409364982392,0.1304484460167822,4.09297286671355e-05,10,6,42
13,0.07198764319691073,0.05021642876569321,0.14164713571829352,0.00031796836904549107,8,9,37
14,0.07856936418230179,0.050335543513777684,0.14164713571829352,0.00043746016120260685,6,7,39
15,0.06603268484849019,0.05705749905422192,0.14164713571829352,4.09297286671355e-05,9,4,34
16,0.05702014099464289,0.05404355058590622,0.14164713571829352,0.0005874204597814142,6,5,35
17,0.0641881842306801,0.0563887548227728,0.14164713571829352,4.09297286671355e-05,7,5,39
18,0.06755658564735509,0.05731596878233851,0.14164713571829352,1.356957979045803e-05,7,4,36
19,0.08030378820455271,0.06156060163521884,0.15278486691933646,4.09297286671355e-05,4,6,38
20,0.07112056379452338,0.0631130511483251,0.15278486691933646,3.803410188467457e-05,8,4,36
21,0.061834280136626375,0.06184369674090498,0.1861644292134593,0.00020485392158005666,7,10,30
22,0.0729122913984411,0.0635098652918837,0.1861644292134593,2.5383490428103392e-05,10,12,32
23,0.06468656698682614,0.06662977228587011,0.1861644292134593,5.514778287443675e-06,6,6,34
24,0.06739382792610968,0.06873263280898091,0.1861644292134593,1.356957979045803e-05,9,4,38
25,0.09659778805520752,0.07208135217910465,0.1861644292134593,5.514778287443675e-06,8,6,38
26,0.07783604059714364,0.07331092686189866,0.1861644292134593,6.232449021384381e-16,10,6,40
27,0.08063436139136891,0.06904984519816243,0.19737637819685377,2.5383490428103392e-05,6,1,37
28,0.08285620749379309,0.07379123341533167,0.19737637819685377,0.00031796836904549107,8,8,38
29,0.08234007436924246,0.07475882742356431,0.19737637819685377,1.356957979045803e-05,8,4,42
30,0.08574538838518958,0.08076190398982792,0.19737637819685377,4.09297286671355e-05,8,8,32
