Iteração,Fitness Média,Fitness STD,Melhor Fitness,Pior Fitness,Qtd Repetidos,Indv melhores que os pais,Indv piores que os pais
21,0.1729113983891817,0.08776969087162613,0.2269377666679807,4.09297286671355e-05,7,7,77
22,0.15417602812718145,0.09474255098145583,0.2269377666679807,4.09297286671355e-05,8,9,83
23,0.14670201352611292,0.0980641828069466,0.2269377666679807,3.143036271245386e-06,7,9,79
24,0.15556708407906922,0.09646867481953098,0.2269377666679807,1.356957979045803e-05,7,3,89
25,0.16586761074843445,0.09400894151833221,0.2269377666679807,4.09297286671355e-05,6,2,84
26,0.16596257322253838,0.09407996824428463,0.2269377666679807,4.09297286671355e-05,6,3,81
27,0.186191579312948,0.08262674015124004,0.2269377666679807,4.09297286671355e-05,5,6,84
28,0.19530199909429874,0.07157507072753369,0.2269377666679807,4.09297286671355e-05,5,2,88
29,0.17507133307455403,0.08898362663479159,0.2269377666679807,4.09297286671355e-05,6,7,85
30,0.18676132867726167,0.08162385705459031,0.2269377666679807,4.09297286671355e-05,5,1,85
31,0.190404626401006,0.08103370729485708,0.2269377666679807,4.09297286671355e-05,5,1,87
32,0.19988740606999314,0.07026135966835265,0.2269377666679807,4.09297286671355e-05,5,1,89
33,0.19854987697536775,0.06821705338244227,0.2269377666679807,4.09297286671355e-05,5,2,86
34,0.16717668876417607,0.0924233076098663,0.2269377666679807,4.09297286671355e-05,6,4,84
35,0.16588847954743374,0.09212552463086066,0.2269377666679807,4.09297286671355e-05,5,3,83
36,0.16899813502563518,0.09236881253356448,0.2269377666679807,4.09297286671355e-05,5,3,83
37,0.20502374826981343,0.06022038716652796,0.2269377666679807,0.00031796836904549107,4,0,88
38,0.18486443452304144,0.08467469612629967,0.2269377666679807,4.09297286671355e-05,5,2,88
39,0.165915798821911,0.092827142501729,0.2269377666679807,4.09297286671355e-05,6,3,77
40,0.1864787103074638,0.08146014337188534,0.2269377666679807,4.09297286671355e-05,6,2,86
41,0.19481737937521984,0.07407461999884937,0.2269377666679807,4.09297286671355e-05,4,1,83
42,0.17411250335905848,0.09086018579552366,0.2269377666679807,4.09297286671355e-05,6,0,90
43,0.2003227198165223,0.06998374352861682,0.2269377666679807,4.09297286671355e-05,4,1,85
44,0.1939967788986343,0.07590293964950803,0.2269377666679807,4.09297286671355e-05,5,3,83
45,0.18624720297492517,0.08104307756931893,0.2269377666679807,4.09297286671355e-05,6,2,80
46,0.20105714598329139,0.06842503047609814,0.2269377666679807,4.09297286671355e-05,4,3,91
47,0.1854762268587877,0.082260727298299,0.2269377666679807,4.09297286671355e-05,6,1,91
48,0.18324099278206224,0.08315901262757955,0.2269377666679807,4.09297286671355e-05,6,2,86
49,0.20178160429395148,0.06566234953551647,0.2269377666679807,4.09297286671355e-05,5,3,83
50,0.20129715841768417,0.06654573657253038,0.2269377666679807,4.09297286671355e-05,4,2,84
51,0.19531123547124316,0.07309682685345141,0.2269377666679807,4.09297286671355e-05,5,0,90
52,0.15736090054937477,0.09757488858594446,0.2269377666679807,4.09297286671355e-05,5,5,81
53,0.1487126599580507,0.10066236578338919,0.2269377666679807,4.09297286671355e-05,7,6,84
54,0.1546771258607759,0.0973576364170972,0.2269377666679807,4.09297286671355e-05,6,4,88
55,0.17390968703816184,0.090025979315215,0.2269377666679807,4.09297286671355e-05,7,6,88
56,0.17986381028274084,0.08669414724430917,0.2269377666679807,4.09297286671355e-05,5,1,85
57,0.18035125551877865,0.08572964311342064,0.2269377666679807,4.09297286671355e-05,6,2,84
58,0.19632968019463184,0.0734532672548488,0.2269377666679807,4.09297286671355e-05,3,1,87
59,0.20112390069622543,0.06535631778700696,0.2269377666679807,4.09297286671355e-05,4,1,85
60,0.1908167292081858,0.07802534936187286,0.2269377666679807,4.09297286671355e-05,5,4,86
61,0.1641386577267398,0.09501171049851126,0.2269377666679807,4.09297286671355e-05,5,6,84
62,0.17448955925005152,0.08789354362250887,0.2269377666679807,4.09297286671355e-05,6,5,85
63,0.17970925192210127,0.08553324053883923,0.2269377666679807,4.09297286671355e-05,6,4,86
64,0.1724945705344178,0.08858785785508648,0.2269377666679807,4.09297286671355e-05,6,2,92
65,0.16546324529543294,0.09454817660883313,0.2269377666679807,4.09297286671355e-05,6,11,75
66,0.17389615787270687,0.0882736954993549,0.2269377666679807,0.00031796836904549107,5,5,83
67,0.1734097973772663,0.08840212557808984,0.2269377666679807,4.09297286671355e-05,4,7,87
68,0.1691202709563276,0.0912115581727766,0.2269377666679807,4.09297286671355e-05,6,2,86
69,0.17470879451491483,0.08675370351230467,0.2269377666679807,4.09297286671355e-05,5,5,81
70,0.19938834674945707,0.06868595310493598,0.2269377666679807,4.09297286671355e-05,4,0,88
71,0.19077578566575062,0.07760732975634897,0.2269377666679807,4.09297286671355e-05,5,3,81
72,0.18774352247883172,0.0813126583587728,0.2269377666679807,4.09297286671355e-05,5,2,88
73,0.20086751987025878,0.06779939262303555,0.2269377666679807,4.09297286671355e-05,4,1,93
74,0.17224767320104392,0.09089678103300668,0.2269377666679807,4.09297286671355e-05,8,4,78
75,0.16557623540239969,0.09300055754858814,0.2269377666679807,4.09297286671355e-05,8,5,85
76,0.17268711474166035,0.08910741883335617,0.2269377666679807,4.09297286671355e-05,6,5,85
77,0.18804070923709923,0.07855548591594069,0.2269377666679807,4.09297286671355e-05,6,6,82
78,0.17671642881539476,0.08997980043191037,0.2269377666679807,4.09297286671355e-05,5,3,85
79,0.1748166095152785,0.08863938610428329,0.2269377666679807,4.09297286671355e-05,5,4,82
80,0.1727521478980602,0.09009809622793857,0.2269377666679807,4.09297286671355e-05,5,3,91
81,0.18299622805676613,0.08174157948634501,0.2269377666679807,4.09297286671355e-05,7,1,89
82,0.17535773160051235,0.08679036990771458,0.2269377666679807,1.2040300767436537e-05,6,3,81
83,0.17750042513355893,0.0854247566108051,0.2269377666679807,4.09297286671355e-05,6,4,92
84,0.19628867152080395,0.0713131705773944,0.2269377666679807,4.09297286671355e-05,4,2,90
85,0.18824950184114705,0.08067220446433895,0.2269377666679807,4.09297286671355e-05,7,2,88
86,0.1744749169718979,0.08913261884224424,0.2269377666679807,4.09297286671355e-05,6,2,84
87,0.17104549503686325,0.09235491575917987,0.2269377666679807,4.09297286671355e-05,6,4,84
88,0.17518145285049286,0.08837126094799841,0.2269377666679807,4.09297286671355e-05,5,3,93
89,0.1958077393501017,0.0744087438196117,0.2269377666679807,4.09297286671355e-05,4,0,94
90,0.18173432412347115,0.08578202817687894,0.2269377666679807,4.09297286671355e-05,8,4,88
91,0.18037658350596467,0.08599248184603797,0.2269377666679807,4.09297286671355e-05,7,3,85
92,0.16778784406603478,0.09365539859575953,0.2269377666679807,4.09297286671355e-05,6,1,85
93,0.17991808183263622,0.08519899871268415,0.2269377666679807,4.09297286671355e-05,6,3,89
94,0.1401494050210572,0.10087702024502584,0.2269377666679807,4.09297286671355e-05,5,8,78
95,0.16443794709349624,0.09033611056967705,0.2269377666679807,4.09297286671355e-05,5,2,86
96,0.18641452483924492,0.08060095557744489,0.2269377666679807,4.09297286671355e-05,6,4,90
97,0.17941130367781177,0.08583646974238889,0.2269377666679807,4.09297286671355e-05,5,4,90
98,0.20103025878126793,0.06562673166004776,0.2269377666679807,4.09297286671355e-05,4,0,88
99,0.1718973700175929,0.09152725146726094,0.2269377666679807,4.09297286671355e-05,5,1,83
100,0.17088153532557432,0.09056273544618475,0.2269377666679807,4.09297286671355e-05,5,4,84
